-200, -200, 76
-100, -200, 76
0, -200, 76
100, -200, 76
200, -200, 76
200, -100, 76
100, -100, 76
0, -100, 76
-100, -100, 76
-200, -100, 76
-200, 0, 76
-100, 0, 76
0, 0, 76
100, 0, 76
200, 0, 76
200, 100, 76
100, 100, 76
0, 100, 76
-100, 100, 76
-200, 100, 76
-200, 200, 76
-100, 200, 76
0, 200, 76
100, 200, 76
200, 200, 0
